Price,Close,High,Low,Open,Volume,Stock,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,AMD,AMD,AMD,AMD,AMD,INTC,INTC,INTC,INTC,INTC,TSLA,TSLA,TSLA,TSLA,TSLA,GM,GM,GM,GM,GM,F,F,F,F,F,JPM,JPM,JPM,JPM,JPM,BAC,BAC,BAC,BAC,BAC,GS,GS,GS,GS,GS,WMT,WMT,WMT,WMT,WMT,COST,COST,COST,COST,COST,NKE,NKE,NKE,NKE,NKE,DIS,DIS,DIS,DIS,DIS,PEP,PEP,PEP,PEP,PEP,KO,KO,KO,KO,KO
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2018,,,,,,META,,,,,,,,,,,,,,,,163.041107177734,163.865351443367,161.035130445074,162.375756659126,20197700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2018,,,,,,META,,,,,,,,,,,,,,,,164.78889465332,166.030223538978,162.584293340156,162.802768436267,20457100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2018,,,,,,META,,,,,,,,,,,,,,,,160.876220703125,163.348953254175,160.677611115561,162.117549566575,24078100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2018,,,,,,META,,,,,,,,,,,,,,,,160.240676879882,162.187087398792,159.744145285083,160.876236715108,25453800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2018,,,,,,META,,,,,,,,,,,,,,,,161.19400024414,161.710382115842,159.227724510946,160.598156357789,21770400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2018,,,,,,META,,,,,,,,,,,,,,,,159.466064453125,160.935793506474,158.661685816851,160.796765287278,21005300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2018,,,,,,META,,,,,,,,,,,,,,,,159.188018798828,160.637882446816,157.767930678821,158.284327736363,22465200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2018,,,,,,META,,,,,,,,,,,,,,,,161.928878784179,162.306247639371,158.373710801672,158.969554767456,19629000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2018,,,,,,META,,,,,,,,,,,,,,,,164.868362426757,165.29537234416,163.329111382766,163.358902067564,18936000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2018,,,,,,META,,,,,,,,,,,,,,,,161.799774169921,166.089814315335,161.680611439085,165.48404517868,45994800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2018,,,,,,META,,,,,,,,,,,,,,,,164.262573242187,164.550554877811,159.763998550228,159.912951956078,19222800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2018,,,,,,META,,,,,,,,,,,,,,,,163.766052246093,164.441327933414,160.032125000631,160.866309586007,27622800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018,,,,,,META,,,,,,,,,,,,,,,,165.791885375976,168.125589776508,163.070902116482,163.160274160858,25252200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2018,,,,,,META,,,,,,,,,,,,,,,,167.668762207031,170.578444831419,166.050079734879,166.387717536144,27266900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2018,,,,,,META,,,,,,,,,,,,,,,,163.319152832031,167.619102423951,161.432323980368,167.162301915095,34265600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018,,,,,,META,,,,,,,,,,,,,,,,161.313171386718,164.729310853975,160.141349056466,161.899074975374,26407700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2018,,,,,,META,,,,,,,,,,,,,,,,158.224746704101,161.154279840041,157.569321416579,160.459138695521,36031000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018,,,,,,META,,,,,,,,,,,,,,,,161.30322265625,162.524701108159,158.423345895311,158.890086737337,23109500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2018,,,,,,META,,,,,,,,,,,,,,,,157.748062133789,160.339957145632,156.258467647739,160.339957145632,25739600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2018,,,,,,META,,,,,,,,,,,,,,,,156.238632202148,159.783859881445,155.116465957836,158.105595832768,25744000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2018,,,,,,META,,,,,,,,,,,,,,,,156.1591796875,157.241614879788,153.319018484204,154.461035040774,24046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2018,,,,,,META,,,,,,,,,,,,,,,,156.80467224121,159.476014657026,156.328006151006,156.596137456158,18844400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2018,,,,,,META,,,,,,,,,,,,,,,,150.329925537109,156.596152466201,150.260403833466,155.732192253716,30610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2018,,,,,,META,,,,,,,,,,,,,,,,152.286254882812,153.736118736777,148.125317456302,149.088590017458,35338900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2018,,,,,,META,,,,,,,,,,,,,,,,152.673553466796,155.801696724189,150.250476649528,155.642802963365,25293500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2018,,,,,,META,,,,,,,,,,,,,,,,152.455047607421,154.490829942969,151.491775211864,152.256438022891,15433500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2018,,,,,,META,,,,,,,,,,,,,,,,157.678588867187,158.353879787743,153.934735999855,154.322030079031,19180100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2018,,,,,,META,,,,,,,,,,,,,,,,158.31411743164,159.376702221031,156.854313463807,158.453145659389,17592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2018,,,,,,META,,,,,,,,,,,,,,,,153.845352172851,157.559414069474,152.216729098711,157.410445494759,21675100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2018,,,,,,META,,,,,,,,,,,,,,,,152.981384277343,156.258495766966,152.484852692641,154.778826189495,19761300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2018,,,,,,META,,,,,,,,,,,,,,,,153.706314086914,156.248553342026,153.388541756495,153.686448580968,15424700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
